	Cell Line HMS LINCS ID	Cell Line Name	Protein HMS LINCS ID	Protein Name	Ligand Concentration	Conc unit	Measured pAkt:10min log10(a.u.)	Measured pAkt:30min log10(a.u.)	Measured pAkt:90min log10(a.u.)	Measured pErk:10min log10(a.u.)	Measured pErk:30min log10(a.u.)	Measured pErk:90min log10(a.u.)	Control pAkt (a.u.)	Control pErk (a.u.)
590	50329	MDA-MB-175-VII	200853.0	HRG	1.0	ng/ml	4.09036363257	4.12433392976	4.13953406292	4.38911768885	4.41975592707	4.36464701728	4.10201687803	4.3688720348
591	50329	MDA-MB-175-VII	200853.0	HRG	100.0	ng/ml	4.20655261616	4.33422017464	4.45993357101	4.43585216666	4.4279100371	4.47895059695	4.10201687803	4.3688720348
592	50331	MDA-MB-361	200853.0	HRG	1.0	ng/ml	3.67110468369	3.88192242653	4.01200971723	3.65591821533	3.77493434472	3.50676769436	3.26566081019	2.39855106522
593	50331	MDA-MB-361	200853.0	HRG	100.0	ng/ml	4.00220430392	4.02451591948	4.03239797195	3.91568195582	3.77720113364	3.6712502495	3.26566081019	2.39855106522
594	50332	MDA-MB-415	200853.0	HRG	1.0	ng/ml	4.50181556352	4.69520394569	4.74063767665	3.8521186836	3.8820046103	4.03453854074	4.39410824228	1.9022857981
595	50332	MDA-MB-415	200853.0	HRG	100.0	ng/ml	4.74541857609	4.77518442667	4.82037893862	4.12772222419	4.23837486259	4.25952046306	4.39410824228	1.9022857981
596	50333	MDA-MB-436	200853.0	HRG	1.0	ng/ml	3.60367397549	3.62651405043	3.60392896753	3.37300161297	3.37300161297	3.37300161297	3.58954403328	3.37300161297
597	50333	MDA-MB-436	200853.0	HRG	100.0	ng/ml	3.582753933	3.68416961596	3.59135960435	3.37300161297	3.37300161297	3.37300161297	3.58954403328	3.37300161297
598	50334	MDA-MB-453	200853.0	HRG	1.0	ng/ml	4.17916483248	4.23967303696	4.32025654966	3.90593725932	3.81947582493	3.75041165134	3.79969142791	3.30972063602
599	50334	MDA-MB-453	200853.0	HRG	100.0	ng/ml	4.47855101366	4.41267930282	4.3508118666	4.21590577573	4.0265662337	3.78759215984	3.79969142791	3.30972063602
600	50335	MDA-MB-468	200853.0	HRG	1.0	ng/ml	4.54904925309	4.58642852189	4.69642948736	3.83902478711	3.95619360345	3.89247322034	4.32808310136	3.54806643359
601	50335	MDA-MB-468	200853.0	HRG	100.0	ng/ml	4.78895345826	4.81619766281	4.83323580479	4.39050114316	4.16996658833	4.07244442238	4.32808310136	3.54806643359
602	50541	T47D	200853.0	HRG	1.0	ng/ml	4.4775306159	4.5787319145	4.70704784014	4.54531922952	4.51405948801	4.56650213067	3.76587462813	2.98947028598
603	50541	T47D	200853.0	HRG	100.0	ng/ml	4.65415479772	4.74307825838	4.77015093644	4.671968613	4.59963495141	4.5885093998	3.76587462813	2.98947028598
604	50556	UACC-812	200853.0	HRG	1.0	ng/ml	3.67316961139	3.91403295693	4.19481183575	4.45715694328	4.51361672774	4.58561642719	3.58664018187	4.4136707513
605	50556	UACC-812	200853.0	HRG	100.0	ng/ml	4.38668386251	4.65943399864	4.74587897546	4.64128025094	4.74096411027	4.72806412061	3.58664018187	4.4136707513
606	50557	UACC-893	200853.0	HRG	1.0	ng/ml	4.53262837711	4.48333380611	4.50692260665	3.31661983265	3.31661983265	3.31661983265	4.48535528683	3.31661983265
607	50557	UACC-893	200853.0	HRG	100.0	ng/ml	4.56173823171	4.5962253124	4.37213412204	3.50246494839	3.59652034516	3.31661983265	4.48535528683	3.31661983265
608	50574	ZR-75-1	200853.0	HRG	1.0	ng/ml	4.92333359947	5.13605353678	4.65661295283	4.62963734009	4.62258677577	4.57974277102	3.60962567303	2.98148154722
609	50574	ZR-75-1	200853.0	HRG	100.0	ng/ml	4.95424250944	4.95424250944	5.08056897156	4.89282035347	4.83058616042	4.62544928362	3.60962567303	2.98148154722
610	50575	ZR-75-30	200853.0	HRG	1.0	ng/ml	4.439289278	4.75580899792	4.96252623114	4.40487630617	4.48504918348	4.50987416418	3.85149824544	4.22718736459
611	50575	ZR-75-30	200853.0	HRG	100.0	ng/ml	4.83864605152	4.88847882358	4.98935236191	4.4748256994	4.45931494118	4.48643508391	3.85149824544	4.22718736459
612	50576	184B5	200853.0	HRG	1.0	ng/ml	3.80120511039	3.77517863278	3.63038261247	3.87703282138	3.85385724149	3.89305200114	3.72661760306	3.89756974964
613	50576	184B5	200853.0	HRG	100.0	ng/ml	4.2728418857	4.04931119211	3.92089575622	4.13787978956	4.11288167559	3.97918981998	3.72661760306	3.89756974964
614	50578	HCC1187	200853.0	HRG	1.0	ng/ml	4.25851571593	4.17171756295	4.2912541336	2.9606505468	2.73146869316	2.60781410596	4.14477991173	2.39500120587
615	50578	HCC1187	200853.0	HRG	100.0	ng/ml	4.54658695432	4.37189376986	4.32775770949	4.02628352447	3.3825611015	2.7493389321	4.14477991173	2.39500120587
616	50579	HCC1500	200853.0	HRG	1.0	ng/ml	3.09490450803	3.2738983501	3.46186093789	3.48815064295	3.48815064295	3.48815064295	3.29459891923	3.48815064295
617	50579	HCC1500	200853.0	HRG	100.0	ng/ml	3.74650622666	3.54730349254	3.48092977232	4.48609081705	3.9907561631	3.48815064295	3.29459891923	3.48815064295
618	50583	MCF 10A	200853.0	HRG	1.0	ng/ml	3.82205641732	3.59224595021	3.5111255579	3.51493698229	3.25730818692	3.13900237488	3.53198802041	3.34901512268
619	50583	MCF 10A	200853.0	HRG	100.0	ng/ml	4.41036995252	4.08929027331	3.9781968198	4.01648854279	3.44813734615	3.57035295287	3.53198802041	3.34901512268
620	50584	MCF 10F	200853.0	HRG	1.0	ng/ml	4.32116056026	4.40363404104	4.44474361934	3.73072859097	3.6897681335	3.55345288643	3.29738206154	2.61004767422
621	50584	MCF 10F	200853.0	HRG	100.0	ng/ml	4.66282967315	4.68199385959	4.64464959941	4.30454797751	4.0600003323	3.8880909967	3.29738206154	2.61004767422
622	51089	MCF12A	200853.0	HRG	1.0	ng/ml	3.40007703007	3.40536343788	3.35529612717	3.83775309805	3.80220672071	3.853467926	3.29460178425	3.8111076869
623	51089	MCF12A	200853.0	HRG	100.0	ng/ml	3.31957842304	3.41138785203	3.2823730641	3.85598657318	3.77652205505	3.89454301087	3.29460178425	3.8111076869
624	50029	MCF7	200855.0	IGF-I	1.0	ng/ml	3.37799576529	3.28789596609	3.35301806849	2.39581197208	2.39581197208	2.39581197208	3.11238411199	2.39581197208
625	50029	MCF7	200855.0	IGF-I	100.0	ng/ml	4.1735379628	4.15735421175	4.22867976246	4.28967903478	4.00163044745	3.94731385772	3.11238411199	2.39581197208
626	50057	SK-BR-3	200855.0	IGF-I	1.0	ng/ml	4.00441789683	3.88057169147	3.94143649298	3.33706132519	3.33706132519	3.33706132519	3.98253250019	3.3860141044
627	50057	SK-BR-3	200855.0	IGF-I	100.0	ng/ml	3.96905849753	3.93596811903	3.9262127564	3.33706132519	3.33706132519	3.33706132519	3.98253250019	3.3860141044
628	50058	MDA-MB-231	200855.0	IGF-I	1.0	ng/ml	3.02876761675	2.73804528133	2.73804528133	2.58088051806	2.15786759707	1.49948088123	3.08650967202	2.45109838573
629	50058	MDA-MB-231	200855.0	IGF-I	100.0	ng/ml	3.90788785572	3.55623916154	3.37323594678	3.86123430349	3.38170084761	1.49948088123	3.08650967202	2.45109838573
630	50091	AU565	200855.0	IGF-I	1.0	ng/ml	3.83304640259	3.87762827542	3.89223132825	3.93885577308	3.91438695465	3.73830828392	3.96709252386	3.98127061579
631	50091	AU565	200855.0	IGF-I	100.0	ng/ml	3.90565699183	3.88715874264	4.01906953374	3.95448082346	3.87753408941	3.89226121731	3.96709252386	3.98127061579
632	50105	BT-20	200855.0	IGF-I	1.0	ng/ml	3.82158688719	3.88158326826	3.88565178344	1.8610861454	2.13901908769	2.63881759921	3.89252161597	2.62108068491
633	50105	BT-20	200855.0	IGF-I	100.0	ng/ml	4.01741622655	4.10010282002	4.14243373812	3.13256832606	3.251423088	3.0917351734	3.89252161597	2.62108068491
634	50106	BT-474	200855.0	IGF-I	1.0	ng/ml	4.19890654222	4.19578846432	4.17495493333	3.89583084503	3.86174463735	3.85234108258	4.32148771993	3.89930232186
635	50106	BT-474	200855.0	IGF-I	100.0	ng/ml	4.15692903824	4.19320858167	4.20568901949	3.86745776474	3.83448174225	3.90352975885	4.32148771993	3.89930232186
636	50107	BT-483	200855.0	IGF-I	1.0	ng/ml	3.45819940577	3.01542724188	3.19262933171	2.45020598474	2.45020598474	2.45020598474	3.48765215163	2.53222041631
637	50107	BT-483	200855.0	IGF-I	100.0	ng/ml	3.49487072835	3.36958874511	3.48579720851	2.45020598474	2.45020598474	2.45020598474	3.48765215163	2.53222041631
638	50108	BT-549	200855.0	IGF-I	1.0	ng/ml	3.98020187383	3.96419950383	3.98774033888	3.31387502073	3.37052918799	3.23757439906	3.99393549229	3.37862970508
639	50108	BT-549	200855.0	IGF-I	100.0	ng/ml	4.33109957921	4.30504755806	4.35495884241	3.3989770807	3.3445470986	3.44629743125	3.99393549229	3.37862970508
640	50131	CAMA-1	200855.0	IGF-I	1.0	ng/ml	3.62057897604	3.43492960183	3.5425233068	1.84641752959	1.84641752959	1.84641752959	3.75351036401	1.88562126646
641	50131	CAMA-1	200855.0	IGF-I	100.0	ng/ml	3.67449822011	3.75354146574	3.68723395101	1.84641752959	2.90168440082	1.84641752959	3.75351036401	1.88562126646
642	50206	HCC1395	200855.0	IGF-I	1.0	ng/ml	3.96977503534	3.91386051005	3.92293259352	3.36066383399	3.36066383399	3.36066383399	4.01051357359	3.36066383399
643	50206	HCC1395	200855.0	IGF-I	100.0	ng/ml	4.24339677663	4.32006264	4.3590795507	3.36066383399	3.36066383399	3.36066383399	4.01051357359	3.36066383399
644	50207	HCC1419	200855.0	IGF-I	1.0	ng/ml	4.30077353421	4.27269039127	4.38389053549	4.39938474167	4.43032512232	4.38516728928	4.43351337251	4.3597440433
645	50207	HCC1419	200855.0	IGF-I	100.0	ng/ml	4.32230504909	4.22139219651	4.49360327486	4.38976366995	4.38079546324	4.40501093758	4.43351337251	4.3597440433
646	50208	HCC1428	200855.0	IGF-I	1.0	ng/ml	3.01708302977	3.01708302977	3.01708302977	2.01645249978	2.01645249978	2.01645249978	3.01708302977	2.11493774959
647	50208	HCC1428	200855.0	IGF-I	100.0	ng/ml	3.01708302977	3.01708302977	3.37296775839	2.94380602776	2.01645249978	2.01645249978	3.01708302977	2.11493774959
648	50210	HCC1569	200855.0	IGF-I	1.0	ng/ml	4.32409105598	4.22450537772	4.38850959104	3.66839048328	3.54574107034	3.57981376761	4.37319526932	3.71356034381
649	50210	HCC1569	200855.0	IGF-I	100.0	ng/ml	4.58550888276	4.56219469091	4.77162300192	3.94063246392	3.68559029117	3.9160071588	4.37319526932	3.71356034381
650	50211	HCC1806	200855.0	IGF-I	1.0	ng/ml	3.98503669171	3.94453246511	3.9460082127	3.42313736871	3.42313736871	3.64476807525	3.90734330881	3.79432112839
651	50211	HCC1806	200855.0	IGF-I	100.0	ng/ml	4.69679078921	4.74107216535	4.75785869311	4.20408602493	4.29478184574	4.08974803085	3.90734330881	3.79432112839
652	50212	HCC1937	200855.0	IGF-I	1.0	ng/ml	3.48786107926	3.3251333324	3.46975767674	2.81696077059	2.53544350178	2.53544350178	3.35104530216	2.62878421355
653	50212	HCC1937	200855.0	IGF-I	100.0	ng/ml	4.05032131787	3.98608899738	4.0882521096	3.64967116063	3.44036918292	3.13213924899	3.35104530216	2.62878421355
654	50213	HCC1954	200855.0	IGF-I	1.0	ng/ml	3.41479291125	3.39065184062	3.40165725013	3.67772983337	3.6908421662	3.76766098706	3.49286175912	3.81323094361
655	50213	HCC1954	200855.0	IGF-I	100.0	ng/ml	3.60824375742	3.76772912748	3.78851715201	3.83520109631	3.62412279093	3.85135045832	3.49286175912	3.81323094361
656	50214	HCC202	200855.0	IGF-I	1.0	ng/ml	4.73713122467	4.74281079588	4.78883263052	3.48828921507	3.5268525014	3.59169821455	4.72998614978	3.54027027154
657	50214	HCC202	200855.0	IGF-I	100.0	ng/ml	4.72503563788	4.70709605954	4.75481672349	3.55021489583	3.51644890301	3.65405663694	4.72998614978	3.54027027154
658	50216	HCC38	200855.0	IGF-I	1.0	ng/ml	3.49776755318	3.4411055716	3.52047776831	2.68084385713	1.86909084462	1.9591463739	3.50743702069	2.84395247473
659	50216	HCC38	200855.0	IGF-I	100.0	ng/ml	3.92669843245	3.79036244327	3.832451812	3.33014601119	3.00400004902	2.98370520159	3.50743702069	2.84395247473
660	50219	HCC70	200855.0	IGF-I	1.0	ng/ml	3.94741176152	3.94165625613	3.93474340504	2.59091759017	2.59091759017	2.59091759017	3.99103920023	2.70533933577
661	50219	HCC70	200855.0	IGF-I	100.0	ng/ml	4.0312939166	4.02708397485	4.03414741871	2.59091759017	2.59091759017	2.59091759017	3.99103920023	2.70533933577
662	50238	Hs 578T	200855.0	IGF-I	1.0	ng/ml	3.45862440457	3.49302046889	3.41304699487	3.51805755936	3.56262399184	3.66339087356	3.57767811586	3.63801456835
663	50238	Hs 578T	200855.0	IGF-I	100.0	ng/ml	3.71185765487	3.98953866986	4.02224529377	3.53896173626	3.60989479015	3.78123505826	3.57767811586	3.63801456835
664	50327	MDA-MB-134-VI	200855.0	IGF-I	1.0	ng/ml	2.92542606595	2.92542606595	2.92542606595	3.03973644831	2.83067654509	2.98963755605	2.92542606595	3.16092149777
665	50327	MDA-MB-134-VI	200855.0	IGF-I	100.0	ng/ml	2.92542606595	3.10422891616	3.31346478452	3.33893853193	2.9193809464	3.21288617645	2.92542606595	3.16092149777
666	50328	MDA-MB-157	200855.0	IGF-I	1.0	ng/ml	3.02935617679	3.02935617679	3.02935617679	2.4021874171	2.4021874171	2.4021874171	3.02935617679	2.4021874171
667	50328	MDA-MB-157	200855.0	IGF-I	100.0	ng/ml	3.59441796636	3.5049770404	3.47890860218	2.88584500786	2.4021874171	3.32856021607	3.02935617679	2.4021874171
668	50329	MDA-MB-175-VII	200855.0	IGF-I	1.0	ng/ml	4.05020182537	4.06163637442	4.11978104816	4.35249912882	4.34601839973	4.3393508562	4.10201687803	4.3688720348
669	50329	MDA-MB-175-VII	200855.0	IGF-I	100.0	ng/ml	4.11452822023	4.16010053052	4.26457339278	4.36213286273	4.3724416614	4.37177592399	4.10201687803	4.3688720348
670	50331	MDA-MB-361	200855.0	IGF-I	1.0	ng/ml	3.06862661395	2.87576078244	2.87576078244	2.22055261987	2.22055261987	2.22055261987	3.26566081019	2.39855106522
671	50331	MDA-MB-361	200855.0	IGF-I	100.0	ng/ml	3.62746171857	3.61047874339	3.79400301125	2.22055261987	2.22055261987	2.82810991462	3.26566081019	2.39855106522
672	50332	MDA-MB-415	200855.0	IGF-I	1.0	ng/ml	4.52932231916	4.45075416698	4.48432468598	1.63785982283	1.63785982283	1.63785982283	4.39410824228	1.9022857981
673	50332	MDA-MB-415	200855.0	IGF-I	100.0	ng/ml	4.46800059845	4.48221196655	4.5143062603	1.63785982283	1.63785982283	1.63785982283	4.39410824228	1.9022857981
674	50333	MDA-MB-436	200855.0	IGF-I	1.0	ng/ml	3.88690429239	3.45704533948	3.66132247939	3.61954326042	3.37300161297	3.37300161297	3.58954403328	3.37300161297
675	50333	MDA-MB-436	200855.0	IGF-I	100.0	ng/ml	4.06949338217	3.97930220474	4.10224303394	3.87665076418	3.57971901908	3.59995115713	3.58954403328	3.37300161297
676	50334	MDA-MB-453	200855.0	IGF-I	1.0	ng/ml	3.75425313221	3.67441100417	3.67843752172	3.23579878681	2.77251606869	3.26138183729	3.79969142791	3.30972063602
677	50334	MDA-MB-453	200855.0	IGF-I	100.0	ng/ml	3.72958866809	3.66846466037	3.85482427402	3.05368296018	3.01758671206	3.48504334123	3.79969142791	3.30972063602
678	50335	MDA-MB-468	200855.0	IGF-I	1.0	ng/ml	4.30603083101	4.31081555594	4.36974978552	3.5889320047	3.54646418727	3.51785831861	4.32808310136	3.54806643359
679	50335	MDA-MB-468	200855.0	IGF-I	100.0	ng/ml	4.5454921162	4.57599167729	4.62519726532	3.70331915488	3.61310426901	3.62881994497	4.32808310136	3.54806643359
680	50541	T47D	200855.0	IGF-I	1.0	ng/ml	3.79598513863	3.74141091582	3.77092171399	2.8953396575	3.0048538105	3.04182834031	3.76587462813	2.98947028598
681	50541	T47D	200855.0	IGF-I	100.0	ng/ml	4.24608900855	4.2418128525	4.32910563411	3.60526032121	3.95043471564	3.61789025693	3.76587462813	2.98947028598
682	50556	UACC-812	200855.0	IGF-I	1.0	ng/ml	3.47924323659	3.64586311971	3.62937075554	4.35966095192	4.44378762683	4.44914316111	3.58664018187	4.4136707513
683	50556	UACC-812	200855.0	IGF-I	100.0	ng/ml	3.55105138651	3.61262282013	3.67897774158	4.41687838896	4.42850393326	4.49246871333	3.58664018187	4.4136707513
684	50557	UACC-893	200855.0	IGF-I	1.0	ng/ml	4.39340643611	4.41728351906	4.40002475252	3.31661983265	3.31661983265	3.31661983265	4.48535528683	3.31661983265
685	50557	UACC-893	200855.0	IGF-I	100.0	ng/ml	4.40291010346	4.39451808078	4.44669936037	3.31661983265	3.31661983265	3.31661983265	4.48535528683	3.31661983265
686	50574	ZR-75-1	200855.0	IGF-I	1.0	ng/ml	3.56678054948	3.53460477967	3.60162352327	2.85092669027	1.60247237523	1.60247237523	3.60962567303	2.98148154722
687	50574	ZR-75-1	200855.0	IGF-I	100.0	ng/ml	4.80335882833	4.75617586979	4.67580025742	4.24595586613	3.84652749182	3.74007517036	3.60962567303	2.98148154722
688	50575	ZR-75-30	200855.0	IGF-I	1.0	ng/ml	3.86127262026	3.77924119119	3.8757329158	4.27362609063	4.21810935152	4.28485500709	3.85149824544	4.22718736459
689	50575	ZR-75-30	200855.0	IGF-I	100.0	ng/ml	3.88022014646	3.80683485749	3.8505694765	4.29569734678	4.20947815156	4.28642458139	3.85149824544	4.22718736459
690	50576	184B5	200855.0	IGF-I	1.0	ng/ml	3.78859502912	3.66765473619	3.71200746431	3.89658562579	3.83133825392	3.79820258705	3.72661760306	3.89756974964
691	50576	184B5	200855.0	IGF-I	100.0	ng/ml	4.49041636944	4.42430328085	4.36728894504	4.35653362739	3.97834096162	3.94193230546	3.72661760306	3.89756974964
692	50578	HCC1187	200855.0	IGF-I	1.0	ng/ml	4.12817382301	4.13773022095	4.23704172237	2.39500120587	2.39500120587	2.39500120587	4.14477991173	2.39500120587
693	50578	HCC1187	200855.0	IGF-I	100.0	ng/ml	4.45672997426	4.55647915031	4.69247671268	2.39500120587	2.39500120587	2.80132891985	4.14477991173	2.39500120587
694	50579	HCC1500	200855.0	IGF-I	1.0	ng/ml	3.27197373272	3.09490450803	3.482768283	3.48815064295	3.48815064295	3.48815064295	3.29459891923	3.48815064295
695	50579	HCC1500	200855.0	IGF-I	100.0	ng/ml	3.09490450803	3.28769224706	3.45153115496	3.48815064295	3.48815064295	3.48815064295	3.29459891923	3.48815064295
696	50583	MCF 10A	200855.0	IGF-I	1.0	ng/ml	3.7762443536	3.55658313321	3.66637091328	3.53871772078	2.97282975138	3.15111201673	3.53198802041	3.34901512268
697	50583	MCF 10A	200855.0	IGF-I	100.0	ng/ml	4.49061594468	4.45767539888	4.26331855073	3.94734303016	4.02702696824	3.21769840641	3.53198802041	3.34901512268
698	50584	MCF 10F	200855.0	IGF-I	1.0	ng/ml	3.2988583141	3.16184785708	3.16737878159	2.61004767422	2.61004767422	2.61004767422	3.29738206154	2.61004767422
699	50584	MCF 10F	200855.0	IGF-I	100.0	ng/ml	4.05716215173	3.8358591845	3.79415630862	3.63996414964	2.61004767422	2.61004767422	3.29738206154	2.61004767422
700	51089	MCF12A	200855.0	IGF-I	1.0	ng/ml	3.34289915625	3.02534232808	3.1819292955	3.80231251279	3.82971856719	3.92153858214	3.29460178425	3.8111076869
701	51089	MCF12A	200855.0	IGF-I	100.0	ng/ml	3.71974441611	3.6245581616	3.58058367536	3.8407094825	3.88467100316	4.0672276129	3.29460178425	3.8111076869
702	50029	MCF7	200856.0	IGF-II	1.0	ng/ml	3.13212899719	3.13707514903	3.16284747187	2.39581197208	2.39581197208	2.39581197208	3.11238411199	2.39581197208
703	50029	MCF7	200856.0	IGF-II	100.0	ng/ml	3.99300692662	3.97389951879	4.16680347025	3.92356827096	3.49618850245	3.69310442448	3.11238411199	2.39581197208
704	50057	SK-BR-3	200856.0	IGF-II	1.0	ng/ml	3.95954764677	3.8987111984	3.94991294334	3.33706132519	3.33706132519	3.33706132519	3.98253250019	3.3860141044
705	50057	SK-BR-3	200856.0	IGF-II	100.0	ng/ml	3.94914277881	3.91250635458	3.94307401625	3.33706132519	3.33706132519	3.33706132519	3.98253250019	3.3860141044
706	50058	MDA-MB-231	200856.0	IGF-II	1.0	ng/ml	3.19082567228	2.73804528133	3.04965364965	3.11310268047	2.09967718883	1.49948088123	3.08650967202	2.45109838573
707	50058	MDA-MB-231	200856.0	IGF-II	100.0	ng/ml	3.73905119494	3.38222260803	3.38660364733	3.67256811973	3.36044666767	1.49948088123	3.08650967202	2.45109838573
708	50091	AU565	200856.0	IGF-II	1.0	ng/ml	3.85421644034	3.91505263026	3.94552112075	3.94983217628	3.96931007513	3.84060229984	3.96709252386	3.98127061579
709	50091	AU565	200856.0	IGF-II	100.0	ng/ml	3.92825381269	3.91863252891	4.01547242261	3.97522775707	3.8911575766	3.85615232771	3.96709252386	3.98127061579
710	50105	BT-20	200856.0	IGF-II	1.0	ng/ml	3.80760801317	3.84289804923	3.87262546531	2.49118093368	2.56484708117	2.64733992979	3.89252161597	2.62108068491
711	50105	BT-20	200856.0	IGF-II	100.0	ng/ml	3.90582873445	3.92149539589	4.04905257149	3.03806710764	2.19175832137	2.84090867169	3.89252161597	2.62108068491
712	50106	BT-474	200856.0	IGF-II	1.0	ng/ml	4.11906209659	4.21346784347	4.28783029393	3.92337314762	3.87672287618	3.87466065917	4.32148771993	3.89930232186
713	50106	BT-474	200856.0	IGF-II	100.0	ng/ml	4.21487292362	4.21412542363	4.2094739959	3.92442604246	3.88023422288	3.90747735992	4.32148771993	3.89930232186
714	50107	BT-483	200856.0	IGF-II	1.0	ng/ml	3.50434198229	3.31059115087	3.1938508772	2.45020598474	2.45020598474	2.45020598474	3.48765215163	2.53222041631
715	50107	BT-483	200856.0	IGF-II	100.0	ng/ml	3.54665418388	3.01542724188	3.49438824283	2.45020598474	2.45020598474	2.45020598474	3.48765215163	2.53222041631
716	50108	BT-549	200856.0	IGF-II	1.0	ng/ml	3.95297783801	3.9630352325	3.98253910106	3.28147562213	3.34792668697	3.38384048973	3.99393549229	3.37862970508
717	50108	BT-549	200856.0	IGF-II	100.0	ng/ml	4.14484699584	4.16272468358	4.28889298896	3.34948714298	3.32927581224	3.43455229834	3.99393549229	3.37862970508
718	50131	CAMA-1	200856.0	IGF-II	1.0	ng/ml	3.69327545246	3.58952045379	3.52778026702	1.84641752959	1.84641752959	4.80229896326	3.75351036401	1.88562126646
719	50131	CAMA-1	200856.0	IGF-II	100.0	ng/ml	3.69621174546	3.62935372852	3.7264734026	1.84641752959	2.97895160663	1.84641752959	3.75351036401	1.88562126646
720	50206	HCC1395	200856.0	IGF-II	1.0	ng/ml	3.96554852756	3.91130838666	4.00418857117	3.36066383399	3.36066383399	3.36066383399	4.01051357359	3.36066383399
721	50206	HCC1395	200856.0	IGF-II	100.0	ng/ml	4.02773919699	4.14179584814	4.31839231368	3.36066383399	3.36066383399	3.36066383399	4.01051357359	3.36066383399
722	50207	HCC1419	200856.0	IGF-II	1.0	ng/ml	4.26650851235	4.20971337747	4.2953892337	4.41475517713	4.38447246584	4.45147897513	4.43351337251	4.3597440433
723	50207	HCC1419	200856.0	IGF-II	100.0	ng/ml	4.26599547601	4.2756704839	4.41482992359	4.39848163556	4.44273609961	4.40387877559	4.43351337251	4.3597440433
724	50208	HCC1428	200856.0	IGF-II	1.0	ng/ml	3.01708302977	3.01708302977	3.01708302977	2.01645249978	2.01645249978	2.37217344276	3.01708302977	2.11493774959
725	50208	HCC1428	200856.0	IGF-II	100.0	ng/ml	3.01708302977	3.01708302977	3.28104700979	2.01645249978	2.01645249978	2.50944044515	3.01708302977	2.11493774959
726	50210	HCC1569	200856.0	IGF-II	1.0	ng/ml	4.23308273207	4.13147404651	4.12061752297	3.67672624906	3.63499690337	3.59624104814	4.37319526932	3.71356034381
727	50210	HCC1569	200856.0	IGF-II	100.0	ng/ml	4.41337561646	4.4176829929	4.69638783681	3.79703862741	3.7265854902	3.91747179397	4.37319526932	3.71356034381
728	50211	HCC1806	200856.0	IGF-II	1.0	ng/ml	3.86001135421	3.83391878137	3.84436097555	3.42313736871	3.42313736871	3.42313736871	3.90734330881	3.79432112839
729	50211	HCC1806	200856.0	IGF-II	100.0	ng/ml	4.57014375426	4.62389735306	4.73404511741	4.00772469749	4.02513112902	4.07399445186	3.90734330881	3.79432112839
730	50212	HCC1937	200856.0	IGF-II	1.0	ng/ml	3.19600060723	3.12262736167	3.41433011603	2.71645077047	2.53544350178	3.08178498279	3.35104530216	2.62878421355
731	50212	HCC1937	200856.0	IGF-II	100.0	ng/ml	3.68047656821	3.65847245848	3.98740288288	3.22305025549	3.29112321367	3.13810461472	3.35104530216	2.62878421355
732	50213	HCC1954	200856.0	IGF-II	1.0	ng/ml	3.50282613247	3.45297719317	3.61117303017	3.83662358699	3.69959910176	3.74757764719	3.49286175912	3.81323094361
733	50213	HCC1954	200856.0	IGF-II	100.0	ng/ml	3.61971780615	3.66334599666	3.55696610216	3.78943227935	3.60359121688	3.88633440743	3.49286175912	3.81323094361
734	50214	HCC202	200856.0	IGF-II	1.0	ng/ml	4.71434075111	4.68274405272	4.73696146653	3.6050698384	3.54878777888	3.70093741197	4.72998614978	3.54027027154
735	50214	HCC202	200856.0	IGF-II	100.0	ng/ml	4.62175459915	4.72946112696	4.68523495717	3.58582008638	3.57399397471	3.62337056571	4.72998614978	3.54027027154
736	50216	HCC38	200856.0	IGF-II	1.0	ng/ml	3.49056101379	3.41743066995	3.49124455862	2.70046054799	2.62192889124	2.63679069362	3.50743702069	2.84395247473
737	50216	HCC38	200856.0	IGF-II	100.0	ng/ml	3.76006970211	3.6780293632	3.82396282895	3.08763130481	2.97996562498	3.17054156908	3.50743702069	2.84395247473
738	50219	HCC70	200856.0	IGF-II	1.0	ng/ml	3.95157612089	3.97467639866	3.98536260519	2.9142585117	2.59091759017	2.59091759017	3.99103920023	2.70533933577
739	50219	HCC70	200856.0	IGF-II	100.0	ng/ml	3.99520832345	4.02735180983	4.0909923808	2.59091759017	2.59091759017	2.91224278735	3.99103920023	2.70533933577
740	50238	Hs 578T	200856.0	IGF-II	1.0	ng/ml	3.53780361125	3.48959402515	3.43396686134	3.460060305	3.56590670407	3.65886025653	3.57767811586	3.63801456835
741	50238	Hs 578T	200856.0	IGF-II	100.0	ng/ml	3.5697517336	3.60274520148	3.86723607749	3.5122736497	3.64895746231	3.72321489615	3.57767811586	3.63801456835
742	50327	MDA-MB-134-VI	200856.0	IGF-II	1.0	ng/ml	2.92542606595	2.92542606595	2.92542606595	3.22956359166	3.17901174698	2.93053337594	2.92542606595	3.16092149777
743	50327	MDA-MB-134-VI	200856.0	IGF-II	100.0	ng/ml	2.92542606595	2.92542606595	3.10426717698	3.1691066594	2.76820210828	3.23222105437	2.92542606595	3.16092149777
744	50328	MDA-MB-157	200856.0	IGF-II	1.0	ng/ml	3.02935617679	3.02935617679	3.02935617679	2.4021874171	2.4021874171	2.4021874171	3.02935617679	2.4021874171
745	50328	MDA-MB-157	200856.0	IGF-II	100.0	ng/ml	3.46210512479	3.436811218	3.29311627418	2.88964116007	2.4021874171	2.4021874171	3.02935617679	2.4021874171
